"Cost_of_Goods_Sold_EURO","Quantity_units","Number_of_Deliveries","N_Parts","Assembly_Labour_Minutes","Machinery_Minutes","Geographical_Area","Plant","Customer_Class","Turnover_Range_EURO","Product_Line","Product_Type","Total_Cost_of_Distribution","Total_Customer_Order_Management_Costs","Customer_related_Issues_Costs","Total_Operations_Costs"
2906.07,27,29,25,0,3647,"ITA","Spain","Others","d 250-500","Springs","Air Springs",107.48,233.4,2.31,390.13
1614.48,15,4,25,0,2530,"ITA","Spain","Others","e >500","Springs","Air Springs",57.95,151.28,1.24,216.74
5919.78,55,29,25,0,222,"ITA","Spain","Nationals","e >500","Springs","Air Springs",186.58,409.74,8.69,794.71
2152.65,20,4,25,0,3023,"CSI","Spain","Others","b 20-100","Springs","Air Springs",45.52,273.84,2.11,288.99
9686.91,90,18,25,0,1384,"CSI","Spain","Others","c 100-250","Springs","Air Springs",185.3,1442.76,9.22,1279.69
1614.48,15,18,25,0,2530,"IAM","Spain","Nationals","c 100-250","Springs","Air Springs",101.53,258.37,1.2,216.74
47142.95,438,64,25,0,4330,"CSI","Spain","Others","d 250-500","Springs","Air Springs",861.13,2471.32,39.9,6308.04
2924.59,25,18,24,0,4033,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",69.08,88.59,2.03,719.84
17547.52,150,51,24,0,2838,"ITA","Spain","Nationals","e >500","Springs","Air Springs",590.09,957.73,16.19,4298.32
584.92,5,4,24,0,1155,"ITA","Spain","Others","d 250-500","Springs","Air Springs",10.44,42.07,2.46,143.97
9371.54,80,29,24,0,1587,"ITA","Spain","Nationals","e >500","Springs","Air Springs",289.62,511.03,8.64,2286.44
10542.98,90,29,24,0,1703,"CSI","Spain","Others","d 250-500","Springs","Air Springs",170.85,542.74,8.74,2574.84
4286.03,38,18,26,0,4046,"ITA","Spain","Nationals","e >500","Springs","Air Springs",181.74,234.69,3.98,570.6
2255.8,20,4,26,0,2943,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",113.29,194.67,2.05,300.32
6654.62,59,29,26,0,212,"ITA","Spain","Nationals","e >500","Springs","Air Springs",277.09,366.53,6.24,759.74
21430.14,190,10,26,0,2394,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",1045.24,1830.26,18.9,2492.7
4173.24,37,40,26,0,4017,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",178.88,372.79,3.92,489.46
5639.51,50,51,26,0,36,"ITA","Spain","Nationals","e >500","Springs","Air Springs",230.99,404.88,8.85,661.43
5875.57,18,40,25,0,2562,"FRA","Spain","Nationals","a 0-20","Springs","Air Springs",181.91,331.63,3.39,307.73
1077.21,3,18,56,0,1025,"ITA","Spain","Others","e >500","Springs","Air Springs",59.62,110.82,0.82,291.78
6123.14,22,51,25,0,4440,"FRA","Spain","Nationals","a 0-20","Springs","Air Springs",193.93,407.4,4.24,584.08
3028.16,13,51,24,0,3776,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",176.66,331.37,2.43,549.33
122.99,1,4,28,0,1867,"FRA","Spain","Nationals","b 20-100","Springs","Air Springs",18.35,13.12,0.14,188.53
3610.52,10,4,58,0,1859,"ITA","Spain","Nationals","e >500","Springs","Air Springs",103.76,184.44,3.02,386.02
7238.45,20,18,58,0,3023,"ITA","Spain","Nationals","e >500","Springs","Air Springs",214.41,370.29,6.06,556.23
5850.25,30,4,25,0,4377,"CSI","Spain","Others","b 20-100","Springs","Air Springs",134.99,1468.79,5.26,635.99
975.04,5,4,25,0,1153,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",29.53,30.66,0.76,106
2340.1,12,29,25,0,2625,"CSI","Spain","Others","c 100-250","Springs","Air Springs",47.34,412.77,1.94,254.4
780.03,4,18,25,0,976,"ITA","Spain","Nationals","b 20-100","Springs","Air Springs",55.03,95.51,0.71,84.8
14040.59,72,64,25,0,1481,"ITA","Spain","Nationals","e >500","Springs","Air Springs",508.03,677.27,10.68,1505.64
780.03,4,40,25,0,976,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",36.2,66.96,0.7,84.8
585.02,3,4,25,0,4379,"ITA","Spain","Others","d 250-500","Springs","Air Springs",26.08,47.95,0.53,63.6
2925.12,15,18,25,0,3057,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",134.44,241.64,2.63,318
975.04,5,29,25,0,1153,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",39.03,106.75,0.79,106
4680.2,24,51,25,0,3974,"ITA","Spain","Others","e >500","Springs","Air Springs",205.75,446.3,4.2,508.8
13650.57,70,60,25,0,1446,"ITA","Spain","Nationals","e >500","Springs","Air Springs",489.24,879.7,17.41,1463.24
975.04,5,4,25,0,1153,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",29.52,65.76,0.87,106
975.04,5,4,25,0,1153,"ITA","Spain","Nationals","a 0-20","Springs","Air Springs",56.19,138.59,0.86,106
1950.08,10,18,25,0,2438,"IAM","Spain","Nationals","c 100-250","Springs","Air Springs",134.15,312.16,1.45,212
7282.4,20,40,26,0,356,"ITA","Spain","Nationals","e >500","Springs","Air Springs",218.87,394.53,6.35,1015.73
31393.83,270,25,22,0,943,"NAM","USA","Nationals","e >500","Springs","Air Springs",2237.24,2584.62,33.4,7258.02
581.37,5,4,22,0,1908,"NAM","USA","Nationals","e >500","Springs","Air Springs",41.43,47.86,0.62,134.79
76430.79,725,10,22,0,1791,"CSI","Spain","Nationals","e >500","Springs","Air Springs",946.78,1636.78,44.98,12415.96
76032.56,725,10,21,0,1791,"CSI","Spain","Nationals","e >500","Springs","Air Springs",1007.15,1634.87,44.98,12403.24
81869.28,755,10,21,0,2546,"CSI","Spain","Nationals","e >500","Springs","Air Springs",854.51,1715.44,46.85,19208.27
77531.83,715,9,21,0,2485,"CSI","Spain","Nationals","e >500","Springs","Air Springs",811.32,1624.55,44.36,18204.86
2112.19,20,4,23,0,3099,"CEU","Spain","Others","c 100-250","Springs","Air Springs",115.05,88.79,1.83,320.35
528.05,5,18,23,0,926,"SAM","Spain","Others","a 0-20","Springs","Air Springs",1118.9,171.25,0.53,80.09
485.79,3,4,23,0,2057,"UKE","Spain","Others","c 100-250","Springs","Air Springs",19.93,14.76,0.46,158.2
1295.45,8,29,23,0,3943,"UKE","Spain","Others","c 100-250","Springs","Air Springs",56.41,49.37,1.22,421.87
9757.38,80,5,23,0,2734,"NAM","USA","Nationals","e >500","Springs","Air Springs",722.5,756.42,9.77,3214.81
975.74,8,4,23,0,2925,"NAM","USA","Nationals","e >500","Springs","Air Springs",72.25,75.64,0.98,323.56
951.49,7,18,27,0,2538,"CEU","Spain","Nationals","e >500","Springs","Air Springs",52.62,69.67,7.02,608.07
39719.45,315,64,26,0,4107,"CEU","Spain","Nationals","e >500","Springs","Air Springs",611.26,2916.89,293.7,6723.09
14031.79,125,29,25,0,1650,"CEU","Spain","Nationals","e >500","Springs","Air Springs",255.44,1057.73,114,2124.31
185.75,1,4,27,0,1224,"CEU","Spain","Nationals","e >500","Springs","Air Springs",22.72,12.38,0.91,434.55
9272.94,84,60,26,0,621,"CEU","Spain","Nationals","e >500","Springs","Air Springs",251.12,689.12,71.62,1819.34
8248.93,25,18,26,0,182,"ITA","Spain","Nationals","e >500","Springs","Air Springs",134.24,546.24,33.02,1248.2
3550.23,20,4,24,0,2713,"CEU","Spain","Nationals","e >500","Springs","Air Springs",51.09,240.85,19.02,914.51
953.34,4,18,23,0,3487,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",60.7,66.5,0.42,227.3
471.89,3,4,23,0,3487,"IAM","Spain","Others","b 20-100","Springs","Air Springs",18.04,37.37,0.52,95.41
786.48,5,4,23,0,4442,"ITA","Spain","Others","e >500","Springs","Air Springs",39.82,72.55,0.49,159.01
312.89,3,18,23,0,1025,"FRA","Spain","Nationals","a 0-20","Springs","Air Springs",28.88,46.94,0.52,85.93
521.48,5,4,23,0,1859,"CSI","Spain","Others","b 20-100","Springs","Air Springs",33.5,69.35,0.48,143.22
2085.93,20,18,23,0,4256,"ITA","Spain","Others","d 250-500","Springs","Air Springs",129.08,152.15,9.18,572.87
208.59,2,4,23,0,4257,"CEU","Spain","Others","e >500","Springs","Air Springs",19.07,22.9,0.31,57.29
507.15,5,4,23,0,1859,"FRA","Spain","Others","a 0-20","Springs","Air Springs",32.84,70.06,0.78,140.31
202.86,2,4,23,0,4257,"CSI","Spain","Others","b 20-100","Springs","Air Springs",11.98,53.44,0.25,56.12
202.86,2,4,23,0,4257,"CSI","Spain","Others","c 100-250","Springs","Air Springs",10.09,42.66,0.21,56.12
304.29,3,18,23,0,1025,"ITA","Spain","Others","d 250-500","Springs","Air Springs",19.57,35.77,0.26,84.18
202.86,2,18,23,0,4257,"ITA","Spain","Others","e >500","Springs","Air Springs",16.19,21.57,0.2,56.12
2028.59,20,18,23,0,4256,"SAM","Spain","Others","a 0-20","Springs","Air Springs",116.6,122.81,2.18,561.23
154.16,1,4,23,0,1333,"FRA","Spain","Nationals","c 100-250","Springs","Air Springs",13.38,13.98,2.01,47.36
308.32,2,4,23,0,2657,"ITA","Spain","Others","e >500","Springs","Air Springs",26.84,28.85,0.23,94.71
308.32,2,18,23,0,2657,"ITA","Spain","Others","e >500","Springs","Air Springs",27.42,30.91,0.18,94.71
6539.45,63,51,21,0,1735,"ITA","Spain","Others","d 250-500","Springs","Air Springs",300.66,532.03,5.54,1696.74
415.2,4,4,21,0,1312,"CEU","Spain","Others","e >500","Springs","Air Springs",21.26,39.05,0.53,107.73
2465.82,6,18,41,0,3315,"FRA","Spain","Nationals","a 0-20","Springs","Air Springs",122.81,312.43,3.41,289.28
410.97,1,4,41,0,4228,"FRA","Spain","Others","a 0-20","Springs","Air Springs",13.9,43.82,0.48,48.21
4109.69,10,4,41,0,4224,"NAM","Spain","Others","e >500","Springs","Air Springs",122.57,121.15,7.73,482.13
821.94,2,4,41,0,1223,"IAM","Spain","Others","e >500","Springs","Air Springs",25.97,60.9,0.69,96.43
6111.29,15,4,41,0,238,"FRA","Spain","Others","a 0-20","Springs","Air Springs",125.14,542.51,5.91,710.97
313.87,2,4,22,0,1282,"ITA","Spain","Others","a 0-20","Springs","Air Springs",50.14,67.15,0.3,128.46
156.93,1,4,22,0,4293,"ITA","Spain","Nationals","a 0-20","Springs","Air Springs",27.73,23.35,0.16,64.23
5547.36,54,29,23,0,1540,"APA","Spain","Others","b 20-100","Springs","Air Springs",142.61,216.94,7.58,1300.6
96873.41,943,11,23,0,2909,"UKE","Spain","Others","c 100-250","Springs","Air Springs",2048.12,3745.66,92.21,22691.57
216.36,2,4,23,0,4257,"CEU","Spain","Others","e >500","Springs","Air Springs",30.4,24.33,0.37,203.11
1064.13,10,4,23,0,1846,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",96.57,86.91,1.13,187.44
1809.02,17,40,23,0,2611,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",135.52,133.61,1.92,318.65
1435.63,10,4,31,0,2149,"CEU","Spain","Nationals","e >500","Springs","Air Springs",37.55,105.44,10.71,599.09
1675.6,16,18,27,0,2476,"CEU","Spain","Nationals","e >500","Springs","Air Springs",82.85,124,12.86,606.34
1869.3,10,4,24,0,1800,"ITA","Spain","Nationals","e >500","Springs","Air Springs",61.06,87.89,1.37,325.3
4581,41,29,24,0,4153,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",257.02,367.75,4.62,582.9
2234.64,20,4,24,0,2699,"CEU","Spain","Others","e >500","Springs","Air Springs",104.66,62,1.95,284.34
49508.06,550,4,0,0,1,"NAM","Spain","Others","e >500","Residual Springs","Air Springs",748.85,1347.19,68.44,1753.78
8469.16,52,64,15,0,1,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",442.83,682.05,7.14,273.23
41564.69,500,4,0,0,1,"SAM","Brasil","Others","b 20-100","Residual Springs","Air Springs",9261.82,3348.4,28.76,1451.07
30509.15,371,24,0,0,1,"SAM","Brasil","Nationals","e >500","Residual Springs","Air Springs",8252.15,3114.49,26.47,1061.56
3782.83,46,64,0,0,1,"SAM","Brasil","Others","a 0-20","Residual Springs","Air Springs",1181.09,447.14,3.86,113.45
30426.96,370,19,0,0,1,"SAM","Brasil","Others","b 20-100","Residual Springs","Air Springs",8691.75,3256.2,28.1,1058.64
657.88,8,4,0,0,1,"SAM","Brasil","Others","b 20-100","Residual Springs","Air Springs",207.65,78.71,0.68,23.34
1480.23,18,18,0,0,1,"SAM","Brasil","Others","a 0-20","Residual Springs","Air Springs",469.85,178.2,1.54,31.76
12170.78,148,15,0,0,1,"SAM","Brasil","Nationals","b 20-100","Residual Springs","Air Springs",3841.71,1477.34,12.58,411.01
8223.49,100,4,0,0,1,"FRA","Spain","Nationals","c 100-250","Residual Springs","Air Springs",776.67,613.32,6.46,270.98
411.17,5,4,0,0,1,"FRA","Spain","Nationals","b 20-100","Residual Springs","Air Springs",72.56,69.95,0.77,14.59
2467.05,30,4,0,0,1,"FRA","Spain","Nationals","c 100-250","Residual Springs","Air Springs",259.58,201.61,2.29,66.77
493.42,6,4,0,0,1,"FRA","Spain","Others","b 20-100","Residual Springs","Air Springs",59.72,51.14,0.56,17.5
1233.52,15,4,0,0,1,"SAM","Spain","Others","b 20-100","Residual Springs","Air Springs",119.34,52.39,1.69,23.01
8223.49,100,4,0,0,1,"CSI","Spain","Others","b 20-100","Residual Springs","Air Springs",808.93,215.85,7.58,270.98
328.94,4,4,0,0,1,"IAM","Spain","Others","c 100-250","Residual Springs","Air Springs",29.04,23.88,0.39,11.67
36183.38,440,10,0,0,1,"CSI","Spain","Others","c 100-250","Residual Springs","Air Springs",3180.93,1902.98,27.8,1262.85
9868.2,120,60,0,0,1,"IAM","Spain","Nationals","c 100-250","Residual Springs","Air Springs",984.53,428.52,9.3,329.32
411.17,5,4,0,0,1,"ITA","Spain","Others","c 100-250","Residual Springs","Air Springs",41.54,27.29,0.4,14.59
19325.24,235,64,0,0,1,"ITA","Spain","Nationals","b 20-100","Residual Springs","Air Springs",1879.96,1259.03,17.51,664.81
2467.05,30,18,0,0,1,"ITA","Spain","Others","a 0-20","Residual Springs","Air Springs",256.3,120.64,2.47,66.77
2878.23,35,29,0,0,1,"ITA","Spain","Others","c 100-250","Residual Springs","Air Springs",253.03,124.31,2.21,81.36
12746.4,155,9,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",1377.61,1078.21,13.57,431.43
6989.96,85,60,0,0,1,"ITA","Spain","Others","b 20-100","Residual Springs","Air Springs",875.61,2147.77,9.21,227.22
4769.65,58,74,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",454.34,563.12,4.18,148.45
3124.93,38,51,0,0,1,"ITA","Spain","Nationals","d 250-500","Residual Springs","Air Springs",313.24,195.79,2.97,90.11
657.89,8,40,0,0,1,"ITA","Spain","Nationals","c 100-250","Residual Springs","Air Springs",74.56,75.68,0.75,23.34
6167.61,75,51,0,0,1,"ITA","Spain","Others","e >500","Residual Springs","Air Springs",617.59,595.05,6.2,198.05
22203.43,270,29,0,0,1,"ITA","Spain","Nationals","e >500","Residual Springs","Air Springs",2311.68,1081.07,36.89,766.91
9045.84,110,68,0,0,1,"ITA","Spain","Nationals","d 250-500","Residual Springs","Air Springs",1043.08,495.23,10.59,300.15
2384.82,29,68,0,0,1,"ITA","Spain","Others","e >500","Residual Springs","Air Springs",253.39,255.08,2.47,63.85
3453.87,42,40,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",347.78,294.76,3.3,101.78
6661.04,81,5,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",724.58,503.03,34.94,215.55
12335.26,150,9,0,0,1,"ITA","Spain","Nationals","d 250-500","Residual Springs","Air Springs",1120.24,515.72,10,416.84
12335.23,150,29,0,0,1,"ITA","Spain","Others","b 20-100","Residual Springs","Air Springs",1084.41,394.87,9.48,416.84
2467.05,30,18,0,0,1,"ITA","Spain","Nationals","a 0-20","Residual Springs","Air Springs",238.06,266.9,2.21,66.77
2467.05,30,4,0,0,1,"CSI","Spain","Others","b 20-100","Residual Springs","Air Springs",236.95,96.15,2.19,66.77
4111.74,50,4,0,0,1,"CSI","Spain","Others","c 100-250","Residual Springs","Air Springs",390.13,141.79,3.58,125.12
411.18,5,18,0,0,1,"CEU","Spain","Others","e >500","Residual Springs","Air Springs",29.41,46.53,0.79,14.59
6578.79,80,40,0,0,1,"FRA","Spain","Others","e >500","Residual Springs","Air Springs",470.53,718.4,9.66,212.63
14391.11,175,64,0,0,1,"IAM","Spain","Nationals","c 100-250","Residual Springs","Air Springs",1465.3,458.98,14,489.77
15624.64,190,40,0,0,1,"CEU","Spain","Others","e >500","Residual Springs","Air Springs",860.88,394.1,12.45,533.53
411.17,5,18,0,0,1,"UKE","UK","Nationals","d 250-500","Residual Springs","Air Springs",108.18,11.79,0.62,14.59
1596.77,20,4,0,0,1,"CSI","Spain","Others","c 100-250","Residual Springs","Air Springs",137.99,83.8,1.26,37.6
1842.53,22,18,0,0,1,"CIN","China","Others","b 20-100","Residual Springs","Air Springs",171.16,37.13,1.55,44.42
502.5,6,18,0,0,1,"ITA","Spain","Nationals","b 20-100","Residual Springs","Air Springs",62.45,32.63,0.47,17.77
13400.32,160,5,0,0,1,"ITA","Spain","Nationals","d 250-500","Residual Springs","Air Springs",1832.64,858.16,14.26,453.17
3517.56,42,51,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",427.47,416.74,3.18,103.66
418.75,5,4,0,0,1,"ITA","Spain","Nationals","c 100-250","Residual Springs","Air Springs",54.74,46.45,0.42,14.81
418.75,5,4,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",57.04,31.35,2.16,14.81
418.75,5,4,0,0,1,"ITA","Spain","Nationals","a 0-20","Residual Springs","Air Springs",53.28,45.79,0.4,14.81
17680.51,215,51,0,0,1,"CIN","China","Others","b 20-100","Residual Springs","Air Springs",1665.8,362.72,15.17,606.46
2631.54,32,5,0,0,1,"SAM","Brasil","Nationals","e >500","Residual Springs","Air Springs",744.75,282.72,2.4,72.6
493.42,6,4,0,0,1,"ITA","Spain","Nationals","b 20-100","Residual Springs","Air Springs",75.16,33.18,0.53,17.5
1973.65,24,51,0,0,1,"ITA","Spain","Others","d 250-500","Residual Springs","Air Springs",298.12,166.32,2.09,49.27
657.88,8,18,0,0,1,"ITA","Spain","Others","e >500","Residual Springs","Air Springs",104.92,64.66,0.79,23.34
3289.39,40,18,0,0,1,"ITA","Spain","Nationals","e >500","Residual Springs","Air Springs",523.82,166.74,6.17,95.94
986.82,12,29,0,0,1,"ITA","Spain","Others","b 20-100","Residual Springs","Air Springs",136.97,33.59,0.93,14.26
1151.31,14,51,0,0,1,"FRA","Spain","Others","e >500","Residual Springs","Air Springs",125.93,119.06,1.3,20.09
2467.05,30,40,0,0,1,"IAM","Spain","Nationals","c 100-250","Residual Springs","Air Springs",357.33,79.93,2.47,66.77
973.75,6,18,15,0,1,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",54.83,108.07,0.87,14.84
3728.41,20,51,15,0,1,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",233.93,287.17,2.83,77.4
1853.78,12,4,15,0,1,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",79.38,207.29,1.76,30.55
6780.86,32,40,34,0,3937,"ITA","Spain","Nationals","b 20-100","Springs","Air Springs",285.22,550.73,6.03,580.77
876.04,5,4,34,0,900,"APA","Spain","Others","a 0-20","Springs","Air Springs",52.5,50.24,0.98,210.07
2126.66,10,18,34,0,1859,"ITA","Spain","Nationals","c 100-250","Springs","Air Springs",144.5,158.67,1.84,283.01
1406.88,7,29,34,0,1167,"ITA","Spain","Nationals","b 20-100","Springs","Air Springs",89.88,115.31,1.28,239.47
4650.94,24,40,37,0,3452,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",242.65,370.13,3.81,539.96
5427.97,28,51,37,0,3752,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",252,431.91,4.44,599.74
8690.36,45,40,37,0,69,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",347.14,689.45,7.06,835.02
3863.72,20,18,37,0,3092,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",158.2,305.71,3.14,481.61
188640.73,802,35,31,14526,3415,"CEU","Spain","Strategic","Strategic","Springs","Air Springs",10529.19,8014.85,2247.02,34568.16
1176.06,5,4,31,14526,2562,"CEU","Spain","Strategic","Strategic","Springs","Air Springs",31.64,79.13,13.15,215.64
27253.89,137,64,31,2434.49,783,"CEU","Spain","Strategic","Strategic","Springs","Air Springs",1561.48,1155.45,322.98,6243.67
27235.54,137,64,31,2556,784,"CEU","Spain","Strategic","Strategic","Springs","Air Springs",1555.03,1155,322.98,6244.9
994,5,4,31,2556,2680,"CEU","Spain","Strategic","Strategic","Springs","Air Springs",28.06,66.79,11.07,228.67
99309.33,476,16,31,16794,2516,"CEU","Spain","Strategic","Strategic","Springs","Air Springs",5120.09,4122.41,1118.48,20204.26
96649.39,457,15,0,0,1,"CEU","Spain","Strategic","Strategic","Springs","Air Springs",4720.26,4029.48,1100.15,6557.37
227.48,1,4,31,18,3925,"CEU","Spain","Strategic","Strategic","Springs","Air Springs",55.15,11.53,3.96,66.64
21529.58,107,68,37,0,1604,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",649.21,667.07,15.62,1740.52
8610.05,40,51,37,0,4414,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",281.12,264.99,6.12,725.55
8839.41,40,29,37,0,4414,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",391.8,690.41,6.91,771.53
3315.98,15,29,37,0,2590,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",162.85,258.3,2.59,409.22
3818.94,19,29,34,0,2973,"ITA","Spain","Nationals","b 20-100","Springs","Air Springs",177.55,315.16,3.52,410.09
11080.82,42,40,36,0,1441,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",442.56,904.98,9.65,2003.46
7125.19,27,29,36,0,345,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",263.83,581.86,6.21,1350.91
5407.87,20,29,36,0,19,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",236.76,440.01,4.67,1039.71
3515.99,13,18,36,0,3746,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",130.27,285.35,3.04,725.46
4337.02,16,29,36,0,4171,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",204.18,353.58,3.76,858.79
1897.91,7,18,36,0,2593,"CSI","Spain","Nationals","d 250-500","Springs","Air Springs",53.83,59.06,1.43,389.92
1626.78,6,18,36,0,2434,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",71.13,132.29,1.41,334.21
29040.22,150,51,37,0,2314,"ITA","Spain","Nationals","e >500","Springs","Air Springs",879.78,1459.9,23.6,2431.49
19366.85,100,51,37,0,1545,"ITA","Spain","Nationals","e >500","Springs","Air Springs",679.46,973.39,15.74,1640.96
3098.7,16,18,37,0,2654,"ITA","Spain","Nationals","d 250-500","Springs","Air Springs",132.14,248.63,2.6,265.87
